At 1591743387.57 	 CP:	 4 	 233.37 	  8 	 233.37 	 0 	 233.37	 0 	 233.37	 0 	 233.37	 0 	 233.37	 0 	 233.37	 0 	 233.37	 0 	 233.37	 0 	 233.37	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.69 	 CP:	 4 	 233.49 	  8 	 233.49 	 0 	 233.49	 0 	 233.49	 0 	 233.49	 0 	 233.49	 0 	 233.49	 0 	 233.49	 0 	 233.49	 0 	 233.49	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.81 	 CP:	 4 	 233.61 	  8 	 233.61 	 0 	 233.61	 0 	 233.61	 0 	 233.61	 0 	 233.61	 0 	 233.61	 0 	 233.61	 0 	 233.61	 0 	 233.61	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743387.93 	 CP:	 4 	 233.73 	  8 	 233.73 	 0 	 233.73	 0 	 233.73	 0 	 233.73	 0 	 233.73	 0 	 233.73	 0 	 233.73	 0 	 233.73	 0 	 233.73	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.05 	 CP:	 4 	 233.85 	  8 	 233.85 	 0 	 233.85	 0 	 233.85	 0 	 233.85	 0 	 233.85	 0 	 233.85	 0 	 233.85	 0 	 233.85	 0 	 233.85	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.18 	 CP:	 4 	 233.97 	  8 	 233.97 	 0 	 233.97	 0 	 233.97	 0 	 233.97	 0 	 233.97	 0 	 233.97	 0 	 233.97	 0 	 233.97	 0 	 233.97	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.30 	 CP:	 4 	 234.09 	  8 	 234.09 	 0 	 234.09	 0 	 234.09	 0 	 234.09	 0 	 234.09	 0 	 234.09	 0 	 234.09	 0 	 234.09	 0 	 234.09	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.42 	 CP:	 4 	 234.22 	  8 	 234.22 	 0 	 234.22	 0 	 234.22	 0 	 234.22	 0 	 234.22	 0 	 234.22	 0 	 234.22	 0 	 234.22	 0 	 234.22	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.54 	 CP:	 4 	 234.34 	  8 	 234.34 	 0 	 234.34	 0 	 234.34	 0 	 234.34	 0 	 234.34	 0 	 234.34	 0 	 234.34	 0 	 234.34	 0 	 234.34	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.66 	 CP:	 4 	 234.46 	  8 	 234.46 	 0 	 234.46	 0 	 234.46	 0 	 234.46	 0 	 234.46	 0 	 234.46	 0 	 234.46	 0 	 234.46	 0 	 234.46	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.78 	 CP:	 4 	 234.58 	  8 	 234.58 	 0 	 234.58	 0 	 234.58	 0 	 234.58	 0 	 234.58	 0 	 234.58	 0 	 234.58	 0 	 234.58	 0 	 234.58	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743388.90 	 CP:	 4 	 234.70 	  8 	 234.70 	 0 	 234.70	 0 	 234.70	 0 	 234.70	 0 	 234.70	 0 	 234.70	 0 	 234.70	 0 	 234.70	 0 	 234.70	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.03 	 CP:	 4 	 234.82 	  8 	 234.82 	 0 	 234.82	 0 	 234.82	 0 	 234.82	 0 	 234.82	 0 	 234.82	 0 	 234.82	 0 	 234.82	 0 	 234.82	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.15 	 CP:	 4 	 234.95 	  8 	 234.95 	 0 	 234.95	 0 	 234.95	 0 	 234.95	 0 	 234.95	 0 	 234.95	 0 	 234.95	 0 	 234.95	 0 	 234.95	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.27 	 CP:	 4 	 235.07 	  8 	 235.07 	 0 	 235.07	 0 	 235.07	 0 	 235.07	 0 	 235.07	 0 	 235.07	 0 	 235.07	 0 	 235.07	 0 	 235.07	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.39 	 CP:	 4 	 235.19 	  8 	 235.19 	 0 	 235.19	 0 	 235.19	 0 	 235.19	 0 	 235.19	 0 	 235.19	 0 	 235.19	 0 	 235.19	 0 	 235.19	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.51 	 CP:	 4 	 235.31 	  8 	 235.31 	 0 	 235.31	 0 	 235.31	 0 	 235.31	 0 	 235.31	 0 	 235.31	 0 	 235.31	 0 	 235.31	 0 	 235.31	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.64 	 CP:	 4 	 235.43 	  8 	 235.43 	 0 	 235.43	 0 	 235.43	 0 	 235.43	 0 	 235.43	 0 	 235.43	 0 	 235.43	 0 	 235.43	 0 	 235.43	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.76 	 CP:	 4 	 235.55 	  8 	 235.55 	 0 	 235.55	 0 	 235.55	 0 	 235.55	 0 	 235.55	 0 	 235.55	 0 	 235.55	 0 	 235.55	 0 	 235.55	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743389.88 	 CP:	 4 	 235.68 	  8 	 235.68 	 0 	 235.68	 0 	 235.68	 0 	 235.68	 0 	 235.68	 0 	 235.68	 0 	 235.68	 0 	 235.68	 0 	 235.68	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.00 	 CP:	 4 	 235.80 	  8 	 235.80 	 0 	 235.80	 0 	 235.80	 0 	 235.80	 0 	 235.80	 0 	 235.80	 0 	 235.80	 0 	 235.80	 0 	 235.80	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.12 	 CP:	 4 	 235.92 	  8 	 235.92 	 0 	 235.92	 0 	 235.92	 0 	 235.92	 0 	 235.92	 0 	 235.92	 0 	 235.92	 0 	 235.92	 0 	 235.92	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.25 	 CP:	 4 	 236.04 	  8 	 236.04 	 0 	 236.04	 0 	 236.04	 0 	 236.04	 0 	 236.04	 0 	 236.04	 0 	 236.04	 0 	 236.04	 0 	 236.04	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.37 	 CP:	 4 	 236.17 	  8 	 236.17 	 0 	 236.17	 0 	 236.17	 0 	 236.17	 0 	 236.17	 0 	 236.17	 0 	 236.17	 0 	 236.17	 0 	 236.17	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.49 	 CP:	 4 	 236.29 	  8 	 236.29 	 0 	 236.29	 0 	 236.29	 0 	 236.29	 0 	 236.29	 0 	 236.29	 0 	 236.29	 0 	 236.29	 0 	 236.29	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.61 	 CP:	 4 	 236.41 	  8 	 236.41 	 0 	 236.41	 0 	 236.41	 0 	 236.41	 0 	 236.41	 0 	 236.41	 0 	 236.41	 0 	 236.41	 0 	 236.41	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.74 	 CP:	 4 	 236.53 	  8 	 236.53 	 0 	 236.53	 0 	 236.53	 0 	 236.53	 0 	 236.53	 0 	 236.53	 0 	 236.53	 0 	 236.53	 0 	 236.53	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.86 	 CP:	 4 	 236.66 	  8 	 236.66 	 0 	 236.66	 0 	 236.66	 0 	 236.66	 0 	 236.66	 0 	 236.66	 0 	 236.66	 0 	 236.66	 0 	 236.66	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743390.98 	 CP:	 4 	 236.78 	  8 	 236.78 	 0 	 236.78	 0 	 236.78	 0 	 236.78	 0 	 236.78	 0 	 236.78	 0 	 236.78	 0 	 236.78	 0 	 236.78	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743391.10 	 CP:	 4 	 236.90 	  8 	 236.90 	 0 	 236.90	 0 	 236.90	 0 	 236.90	 0 	 236.90	 0 	 236.90	 0 	 236.90	 0 	 236.90	 0 	 236.90	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
At 1591743391.23 	 CP:	 4 	 237.02 	  8 	 237.02 	 0 	 237.02	 0 	 237.02	 0 	 237.02	 0 	 237.02	 0 	 237.02	 0 	 237.02	 0 	 237.02	 0 	 237.02	 1 	 0.00	 1 	 0.00	 1 	 0.00	 1 	 0.00
